Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year
Ghosi,70,GEN,Uttar Pradesh [2000 Onwards],Atul Kumar Singh,Bahujan Samaj Party,"19,45,291","11,40,781",58.90%,"1,22,568",10.70%,2019
Giridih,6,GEN,Jharkhand,Chandra Prakash Choudhary,All Jharkhand Students Union,"16,25,806","11,06,918",69.30%,"2,48,347",22.40%,2019
Godda,3,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,"16,83,948","11,94,036",72.00%,"1,84,227",15.40%,2019
Gonda,59,GEN,Uttar Pradesh [2000 Onwards],Kirti Vardhan Singh Alias Raja Bhaiya,Bharatiya Janta Party,"17,44,625","9,23,816",53.40%,"1,66,360",18.00%,2019
Gopalganj,17,SC,Bihar [2000 Onwards],Dr. Alok Kumar Suman,Janata Dal (United),"18,32,200","10,24,876",58.80%,"2,86,434",27.90%,2019
Gorakhpur,64,GEN,Uttar Pradesh [2000 Onwards],Ravindra Shyamnarayan Shukla Alias Ravi Kishan,Bharatiya Janta Party,"19,60,935","11,84,635",60.80%,"3,01,664",25.50%,2019
Gulbarga,5,SC,Karnataka,Dr. Umesh G Jadhav,Bharatiya Janta Party,"19,20,070","11,89,361",62.50%,"95,452",8.00%,2019
Guna,4,GEN,Madhya Pradesh [2000 Onwards],"Krishna Pal Singh ""dr. K. P. Yadav""",Bharatiya Janta Party,"16,31,451","11,78,423",73.00%,"1,25,549",10.70%,2019
Guntur,13,,Andhra Pradesh [2014 Onwards],Jayadev Galla,Telugu Desam,"14,86,993","13,51,474",91.30%,"4,205",0.30%,2019
Gurdaspur,1,GEN,Punjab,Sunny Deol,Bharatiya Janta Party,"15,35,937","11,03,887",72.50%,"82,459",7.50%,2019
Gurgaon,9,GEN,Haryana,Rao Inderjit Singh,Bharatiya Janta Party,"19,90,711","14,46,509",72.90%,"3,86,256",26.70%,2019
Gwalior,3,GEN,Madhya Pradesh [2000 Onwards],Vivek Narayan Shejwalkar,Bharatiya Janta Party,"19,38,511","11,96,096",62.00%,"1,46,842",12.30%,2019
Hajipur,21,SC,Bihar [2000 Onwards],Pashu Pati Kumar Paras,Lok Jan Shakti Party,"18,10,137","10,06,817",57.00%,"2,05,449",20.40%,2019
Hamirpur,3,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,"12,47,699","9,88,765",79.90%,"3,99,572",40.40%,2019
Hamirpur,47,GEN,Uttar Pradesh [2000 Onwards],Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,"17,15,940","10,89,778",64.40%,"2,48,652",22.80%,2019
Hardoi,31,SC,Uttar Pradesh [2000 Onwards],Jai Prakash,Bharatiya Janta Party,"17,75,274","10,57,558",60.20%,"1,32,474",12.50%,2019
Hardwar,5,GEN,Uttarakhand,Ramesh Pokhriyal 'nishank',Bharatiya Janta Party,"17,85,889","12,71,030",71.50%,"2,58,729",20.40%,2019
Hassan,16,GEN,Karnataka,Prajwal Revanna,Janata Dal (Secular),"16,30,952","12,77,552",79.10%,"1,41,324",11.10%,2019
Hathras,16,SC,Uttar Pradesh [2000 Onwards],Rajvir Diler,Bharatiya Janta Party,"17,99,499","11,50,294",64.40%,"2,60,208",22.60%,2019
Hatkanangle,48,GEN,Maharashtra,Dhairyasheel Sambhajirao Mane,Shiv Sena,"16,93,449","12,52,211",74.40%,"96,039",7.70%,2019
Haveri,10,GEN,Karnataka,Udasi. S.C.,Bharatiya Janta Party,"16,80,025","12,66,679",75.80%,"1,40,882",11.10%,2019
Hazaribagh,14,GEN,Jharkhand,Jayant Sinha,Bharatiya Janta Party,"15,18,831","10,80,929",71.70%,"4,79,548",44.40%,2019
Hindupur,20,,Andhra Pradesh [2014 Onwards],Kuruva Gorantla Madhav,Yuvajana Sramika Rythu Congress Party,"14,34,282","13,38,514",94.50%,"1,40,748",10.50%,2019
Hingoli,15,GEN,Maharashtra,Hemant Patil,Shiv Sena,"16,59,433","11,57,516",70.00%,"2,77,856",24.00%,2019
Hisar,4,GEN,Haryana,Brijendra Singh,Bharatiya Janta Party,"15,58,281","11,79,869",75.90%,"3,14,068",26.60%,2019
Hooghly,28,GEN,West Bengal,Locket Chatterjee,Bharatiya Janta Party,"13,73,449","14,57,842",107.10%,"73,362",5.00%,2019
Hoshangabad,17,GEN,Madhya Pradesh [2000 Onwards],Uday Pratap Singh,Bharatiya Janta Party,"16,50,087","12,65,869",77.80%,"5,53,682",43.70%,2019
Hoshiarpur,5,SC,Punjab,Som Parkash,Bharatiya Janta Party,"15,48,898","9,90,791",64.80%,"48,530",4.90%,2019
Howrah,25,GEN,West Bengal,Prasun Banerjee,All India Trinamool Congress,"17,96,175","12,22,293",68.40%,"1,03,695",8.50%,2019
Hyderabad,9,GEN,Telangana,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimeen,"19,27,685","8,77,872",45.80%,"2,82,186",32.10%,2019
Idukki,13,GEN,Kerala,Adv. Dean Kuriakose,Indian National Congress,"11,60,824","9,19,297",79.70%,"1,71,053",18.60%,2019
Indore,26,GEN,Madhya Pradesh [2000 Onwards],Shankar Lalwani,Bharatiya Janta Party,"22,35,342","16,29,108",73.10%,"5,47,754",33.60%,2019
Inner Manipur,1,GEN,Manipur,Dr Rajkumar Ranjan Singh,Bharatiya Janta Party,"8,55,359","7,59,301",89.10%,"17,755",2.30%,2019
Jabalpur,13,GEN,Madhya Pradesh [2000 Onwards],Rakesh Singh,Bharatiya Janta Party,"17,67,369","12,63,573",71.70%,"4,54,744",36.00%,2019
Jadavpur,22,GEN,West Bengal,Mimi Chakraborty,All India Trinamool Congress,"19,90,328","14,36,894",73.00%,"2,95,239",20.50%,2019
Jagatsinghpur,16,SC,Orissa,Rajashree Mallick,Biju Janata Dal,"15,84,635","12,29,190",78.00%,"2,71,655",22.10%,2019
Jahanabad,36,GEN,Bihar [2000 Onwards],Chandeshwar Prasad,Janata Dal (United),"15,73,907","8,22,065",54.00%,"1,751",0.20%,2019
Jaipur,7,GEN,Rajasthan,Ramcharan Bohra,Bharatiya Janta Party,"20,43,881","14,56,404",71.60%,"4,30,626",29.60%,2019
Jaipur Rural,6,GEN,Rajasthan,Col. Rajyavardhan Rathore,Bharatiya Janta Party,"18,97,332","12,76,693",67.80%,"3,93,171",30.80%,2019
Jajpur,8,SC,Orissa,Sarmistha Sethi,Biju Janata Dal,"14,13,322","10,92,084",77.80%,"1,01,693",9.30%,2019
Jalandhar,4,SC,Punjab,Santokh Singh Chaudhary,Indian National Congress,"15,74,968","10,18,998",65.50%,"19,491",1.90%,2019
Jalaun,45,SC,Uttar Pradesh [2000 Onwards],Bhanu Pratap Singh Verma,Bharatiya Janta Party,"14,70,521","11,29,955",77.70%,"1,58,377",14.00%,2019
Jalgaon,3,GEN,Maharashtra,Unmesh Bhaiyyasaheb Patil,Bharatiya Janta Party,"18,45,368","10,88,277",59.50%,"4,11,617",37.80%,2019
Jalna,18,GEN,Maharashtra,Danve Raosaheb Dadarao,Bharatiya Janta Party,"17,65,712","12,08,139",69.30%,"3,32,815",27.50%,2019
Jalore,18,GEN,Rajasthan,Devaji Patel,Bharatiya Janta Party,"16,00,603","13,61,619",86.20%,"2,61,110",19.20%,2019
Jalpaiguri,3,SC,West Bengal,Dr. Jayanta Kumar Roy,Bharatiya Janta Party,"16,18,231","15,00,922",94.00%,"1,84,004",12.30%,2019
Jammu,6,,Jammu & Kashmir,Jugal Kishore,Bharatiya Janta Party,"18,48,155","14,78,795",80.20%,"3,02,875",20.50%,2019
Jamnagar,12,GEN,Gujarat,Poonamben Hematbhai Maadam,Bharatiya Janta Party,"16,15,693","10,10,965",63.10%,"2,36,804",23.40%,2019
Jamshedpur,9,GEN,Jharkhand,Bidyut Baran Mahato,Bharatiya Janta Party,"16,58,549","11,44,226",69.30%,"3,02,090",26.40%,2019
Jamui,40,SC,Bihar [2000 Onwards],Chirag Kumar Paswan,Lok Jan Shakti Party,"17,09,356","9,49,137",57.80%,"2,41,049",25.40%,2019
Jangipur,9,GEN,West Bengal,Khalilur Rahaman,All India Trinamool Congress,"17,13,293","13,04,504",76.80%,"2,45,782",18.80%,2019
Janjgir-Champa,3,SC,Chhattisgarh,Guharam Ajgalley,Bharatiya Janta Party,"18,50,601","12,47,650",68.00%,"83,255",6.70%,2019
Jaunpur,73,GEN,Uttar Pradesh [2000 Onwards],Shyam Singh Yadav,Bahujan Samaj Party,"17,59,456","10,40,652",59.30%,"80,936",7.80%,2019
Jhalawar-Baran,25,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,"18,63,755","13,69,868",74.40%,"4,53,928",33.10%,2019
Jhanjharpur,7,GEN,Bihar [2000 Onwards],Ramprit Mandal,Janata Dal (United),"18,35,089","10,60,562",58.30%,"3,22,951",30.50%,2019
Jhansi,46,GEN,Uttar Pradesh [2000 Onwards],Anurag Sharma,Bharatiya Janta Party,"23,85,972","13,80,890",58.60%,"3,65,683",26.50%,2019
Jhargram,33,ST,West Bengal,Kunar Hembram,Bharatiya Janta Party,"15,22,363","14,06,214",93.50%,"11,767",0.80%,2019
Jhunjhunu,4,GEN,Rajasthan,Narendra Kumar,Bharatiya Janta Party,"18,69,883","11,98,927",64.60%,"3,02,547",25.20%,2019
Jodhpur,16,GEN,Rajasthan,Gajendra Singh Shekhawat,Bharatiya Janta Party,"18,88,942","13,46,243",71.90%,"2,74,440",20.40%,2019
Jorhat,12,GEN,Assam,Topon Kumar Gogoi,Bharatiya Janta Party,"13,19,952","10,57,965",81.10%,"82,653",7.80%,2019
Joynagar,19,SC,West Bengal,Pratima Mondal,All India Trinamool Congress,"18,05,964","13,56,102",75.70%,"3,16,775",23.40%,2019
Junagadh,13,GEN,Gujarat,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,"15,76,209","10,05,224",64.80%,"1,50,185",14.90%,2019
Kachchh,1,SC,Gujarat,Chavda Vinod Lakhamshi,Bharatiya Janta Party,"19,49,895","10,23,198",53.40%,"3,05,513",29.90%,2019
Kadapa,21,,Andhra Pradesh [2014 Onwards],Y.S.Avinash Reddy,Yuvajana Sramika Rythu Congress Party,"13,25,963","12,28,242",93.70%,"3,80,726",31.00%,2019
Kairana,2,GEN,Uttar Pradesh [2000 Onwards],Pradeep Kumar,Bharatiya Janta Party,"15,99,120","11,24,047",70.50%,"92,160",8.20%,2019
Kaiserganj,57,GEN,Uttar Pradesh [2000 Onwards],Brijbhusan Sharan Singh,Bharatiya Janta Party,"17,79,143","9,81,400",55.90%,"2,61,601",26.70%,2019
Kakinada,6,,Andhra Pradesh [2014 Onwards],Vanga Geethaviswanath,Yuvajana Sramika Rythu Congress Party,"14,12,538","12,34,655",88.60%,"25,738",2.10%,2019
Kalahandi,11,GEN,Orissa,Basanta Kumar Panda,Bharatiya Janta Party,"15,63,160","12,28,292",79.90%,"26,814",2.20%,2019
Kaliabor,11,GEN,Assam,Gaurav Gogoi,Indian National Congress,"16,63,513","14,24,687",86.60%,"2,09,994",14.70%,2019
Kallakurichi,14,GEN,Tamil Nadu,Gautham Sigamani Pon,Dravida Munetra Kazhagam,"14,90,339","12,04,375",81.60%,"3,99,919",33.20%,2019
Kalyan,24,GEN,Maharashtra,Dr. Shrikant Eknath Shinde,Shiv Sena,"18,61,577","8,90,313",48.50%,"3,44,343",38.70%,2019
Kancheepuram,6,SC,Tamil Nadu,Selvam.G,Dravida Munetra Kazhagam,"16,01,060","12,37,612",78.70%,"2,86,632",23.20%,2019
Kandhamal,13,GEN,Orissa,Achyutananda Samanta,Biju Janata Dal,"12,35,291","9,41,985",77.30%,"1,49,216",15.80%,2019
Kangra,1,GEN,Himachal Pradesh,Kishan Kapoor,Bharatiya Janta Party,"12,58,601","10,06,989",80.90%,"4,77,623",47.40%,2019
Kanker,11,ST,Chhattisgarh,Mohan Mandavi,Bharatiya Janta Party,"15,31,469","11,59,193",77.40%,"6,914",0.60%,2019
Kannauj,42,GEN,Uttar Pradesh [2000 Onwards],Subrat Pathak,Bharatiya Janta Party,"18,27,515","11,40,496",62.90%,"12,353",1.10%,2019
Kanniyakumari,39,GEN,Tamil Nadu,Vasanthakumar. H,Indian National Congress,"14,77,243","10,48,377",71.40%,"2,59,933",24.80%,2019
Kannur,2,GEN,Kerala,K. Sudhakaran,Indian National Congress,"12,01,236","10,53,842",88.10%,"94,559",9.00%,2019
Kanpur,43,GEN,Uttar Pradesh [2000 Onwards],Satyadev Pachauri,Bharatiya Janta Party,"19,36,426","8,42,994",43.70%,"1,55,934",18.50%,2019
Kanthi,31,GEN,West Bengal,Adhikari Sisir,All India Trinamool Congress,"17,93,513","14,24,247",79.90%,"1,11,668",7.80%,2019
Karakat,35,GEN,Bihar [2000 Onwards],Mahabali Singh,Janata Dal (United),"17,59,358","8,68,798",50.60%,"84,542",9.70%,2019
Karauli-Dholpu,10,SC,Rajasthan,Manoj Rajoria,Bharatiya Janta Party,"17,82,015","9,98,044",56.40%,"97,682",9.80%,2019
Karimnagar,3,GEN,Telangana,Bandi Sanjay Kumar,Bharatiya Janta Party,"15,44,460","11,47,697",74.80%,"89,508",7.80%,2019
Karnal,5,GEN,Haryana,Sanjay Bhatia,Bharatiya Janta Party,"18,21,231","13,00,722",71.70%,"6,56,142",50.40%,2019
Karur,23,GEN,Tamil Nadu,Jothimani S,Indian National Congress,"13,65,804","11,03,165",81.50%,"4,20,546",38.10%,2019
Kasaragod,1,GEN,Kerala,Rajmohan Unnithan,Indian National Congress,"13,05,827","11,00,051",84.60%,"40,438",3.70%,2019
Katihar,11,GEN,Bihar [2000 Onwards],Dulal Chandra Goswami,Janata Dal (United),"16,45,713","11,17,734",69.20%,"57,203",5.10%,2019
Kaushambi,50,SC,Uttar Pradesh [2000 Onwards],Vinod Kumar Sonkar,Bharatiya Janta Party,"17,43,036","9,74,438",56.80%,"38,722",4.00%,2019
Kendrapara,15,GEN,Orissa,Anubhav Mohanty,Biju Janata Dal,"16,58,168","12,36,466",75.00%,"1,52,584",12.30%,2019
Keonjhar,4,ST,Orissa,Chandrani Murmu,Biju Janata Dal,"14,49,996","11,76,292",82.50%,"66,203",5.60%,2019
Khadoor Sahib,3,GEN,Punjab,Jasbir Singh Gill (DIMPA),Indian National Congress,"15,99,081","10,46,032",65.70%,"1,40,573",13.40%,2019
Khagaria,25,GEN,Bihar [2000 Onwards],Choudhary Mehboob Ali Kaiser,Lok Jan Shakti Party,"16,53,928","9,66,813",58.90%,"2,48,570",25.70%,2019
Khajuraho,8,GEN,Madhya Pradesh [2000 Onwards],V.D. Sharma (VISHNU DATT SHARMA),Bharatiya Janta Party,"18,01,044","12,57,783",70.40%,"4,92,382",39.10%,2019
Khammam,17,GEN,Telangana,Nama Nageswr Rao,Telangana Rashtra Samithi,"14,41,181","11,39,831",80.20%,"1,68,062",14.70%,2019
Khandwa,28,GEN,Madhya Pradesh [2000 Onwards],Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,"18,49,606","14,68,138",80.20%,"2,73,343",18.60%,2019
Khargone,27,ST,Madhya Pradesh [2000 Onwards],Gajendra Umrao Singh Patel,Bharatiya Janta Party,"17,83,776","14,27,607",81.10%,"2,02,510",14.20%,2019
Kheda,17,GEN,Gujarat,Chauhan Devusinh,Bharatiya Janta Party,"16,97,520","10,98,633",65.80%,"3,67,145",33.40%,2019
Kheri,28,GEN,Uttar Pradesh [2000 Onwards],Ajay Kumar,Bharatiya Janta Party,"17,29,085","11,36,660",66.20%,"2,18,807",19.20%,2019
Khunti,11,ST,Jharkhand,Arjun Munda,Bharatiya Janta Party,"11,65,658","8,32,377",73.20%,"1,445",0.20%,2019
Kishanganj,10,GEN,Bihar [2000 Onwards],Dr. Mohammad Jawed,Indian National Congress,"16,52,940","11,01,603",67.80%,"34,466",3.10%,2019
Kodarma,5,GEN,Jharkhand,Annpurna Devi,Bharatiya Janta Party,"17,65,156","12,09,541",70.30%,"4,55,600",37.70%,2019
Kokrajhar,5,ST,Assam,Naba Kumar Sarania,Independent,"15,10,051","14,79,485",99.00%,"37,786",2.60%,2019
Kolar,28,SC,Karnataka,S. Muniswamy,Bharatiya Janta Party,"16,08,229","12,58,551",79.10%,"2,10,021",16.70%,2019
Kolhapur,47,GEN,Maharashtra,Sanjay Sadashivrao Mandlik,Shiv Sena,"18,05,949","13,30,852",74.20%,"2,70,568",20.30%,2019
Kolkata Dakshi,23,GEN,West Bengal,Mala Roy,All India Trinamool Congress,"19,04,710","12,06,645",64.10%,"1,55,192",12.90%,2019
Kolkata Uttar,24,GEN,West Bengal,Bandyopadhyay Sudip,All India Trinamool Congress,"16,18,835","9,50,613",59.10%,"1,27,095",13.40%,2019
Kollam,18,GEN,Kerala,N.K.Premachandran,Revolutionary Socialist Party,"12,42,521","9,68,123",78.40%,"1,48,856",15.40%,2019
Koppal,8,GEN,Karnataka,Karadi Sanganna Amarappa,Bharatiya Janta Party,"17,06,900","11,90,347",70.40%,"38,397",3.20%,2019
Koraput,21,ST,Orissa,Saptagiri Sankar Ulaka,Indian National Congress,"13,85,228","10,80,161",80.60%,"3,613",0.30%,2019
Korba,4,GEN,Chhattisgarh,Jyotsna Charandas Mahant,Indian National Congress,"13,40,544","11,37,003",86.30%,"26,349",2.30%,2019
Kota,24,GEN,Rajasthan,Om Birla,Bharatiya Janta Party,"19,00,514","13,67,034",72.60%,"2,79,677",20.50%,2019
Kottayam,14,GEN,Kerala,Thomas Chazhikadan,Kerala Congress(M),"11,68,104","9,10,339",78.60%,"1,06,259",11.70%,2019
Kozhikode,5,GEN,Kerala,M.K.Raghavan,Indian National Congress,"12,45,068","10,76,193",86.70%,"85,225",7.90%,2019
Krishnagiri,9,GEN,Tamil Nadu,Dr.A.Chellakumar,Indian National Congress,"14,82,269","11,61,369",79.70%,"1,56,765",13.50%,2019
Krishnanagar,12,GEN,West Bengal,Mahua Moitra,All India Trinamool Congress,"17,74,833","13,66,443",77.40%,"63,218",4.60%,2019
Kurnool,18,,Andhra Pradesh [2014 Onwards],Ayushman Doctor Sanjeev Kumar,Yuvajana Sramika Rythu Congress Party,"13,54,509","11,83,035",87.90%,"1,48,903",12.60%,2019
Kurukshetra,2,GEN,Haryana,Nayab Singh,Bharatiya Janta Party,"15,79,115","12,30,202",78.10%,"3,84,591",31.30%,2019
Kushi Nagar,65,GEN,Uttar Pradesh [2000 Onwards],Vijay Kumar Dubey,Bharatiya Janta Party,"17,34,356","10,53,117",61.20%,"3,37,560",32.10%,2019
Ladakh,4,,Jammu & Kashmir,Jamyang Tsering Namgyal,Bharatiya Janta Party,"1,66,763","1,26,426",76.40%,"10,930",8.60%,2019
Lakhimpur,14,GEN,Assam,Pradan Baruah,Bharatiya Janta Party,"16,21,466","12,83,589",80.10%,"3,50,551",27.30%,2019
Lakshadweep,1,,Lakshadweep,Mohammed Faizal Pp,Nationalist Congress Party,"49,922","47,009",94.40%,823,1.80%,2019
Lalganj,68,SC,Uttar Pradesh [2000 Onwards],Sangeeta Azad,Bahujan Samaj Party,"17,33,044","9,60,568",55.70%,"1,61,597",16.80%,2019
Latur,41,SC,Maharashtra,Sudhakar Tukaram Shrangare,Bharatiya Janta Party,"18,02,702","11,76,542",65.60%,"2,89,111",24.60%,2019
Lohardaga,12,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,"11,87,646","8,17,550",69.80%,"10,363",1.30%,2019
Lucknow,35,GEN,Uttar Pradesh [2000 Onwards],Rajnath Singh,Bharatiya Janta Party,"19,39,448","11,16,445",58.00%,"3,47,302",31.10%,2019
Ludhiana,7,GEN,Punjab,Ravneet Singh Bittu,Indian National Congress,"16,41,976","10,46,955",64.40%,"76,372",7.30%,2019
Machhlishahr,74,SC,Uttar Pradesh [2000 Onwards],Bholanath (B.P. Saroj),Bharatiya Janta Party,"17,77,073","10,34,925",58.90%,181,0.00%,2019
Machilipatnam,11,,Andhra Pradesh [2014 Onwards],Balashowry Vallabhaneni,Yuvajana Sramika Rythu Congress Party,"12,96,361","12,44,570",97.10%,"60,238",4.80%,2019
Madha,43,GEN,Maharashtra,Ranjeetsinha Hindurao Naik- Nimbalkar,Bharatiya Janta Party,"18,25,200","12,16,319",66.80%,"85,764",7.10%,2019
Madhepura,13,GEN,Bihar [2000 Onwards],Dinesh Chandra Yadav,Janata Dal (United),"18,74,003","11,47,274",63.30%,"3,01,527",26.30%,2019
Madhubani,6,GEN,Bihar [2000 Onwards],Ashok Kumar Yadav,Bharatiya Janta Party,"17,80,846","9,63,708",54.40%,"4,54,940",47.20%,2019
Madurai,32,GEN,Tamil Nadu,Venkatesan S,Communist Party Of India (Marxist),"15,21,452","10,16,026",67.80%,"1,39,395",13.70%,2019
Mahabubabad,16,ST,Telangana,Kavitha Malothu,Telangana Rashtra Samithi,"13,36,286","9,83,535",74.70%,"1,46,663",14.90%,2019
Maharajganj,63,GEN,Uttar Pradesh [2000 Onwards],Pankaj Choudhary,Bharatiya Janta Party,"18,66,715","12,26,916",66.30%,"3,40,424",27.70%,2019
Maharajganj,19,GEN,Bihar [2000 Onwards],"Janardan Singh 'sigriwal""",Bharatiya Janta Party,"17,93,406","9,72,703",55.50%,"2,30,772",23.70%,2019
Mahasamund,9,GEN,Chhattisgarh,Chunni Lal Sahu,Bharatiya Janta Party,"16,13,418","12,22,335",77.10%,"90,511",7.40%,2019
Mahbubnagar,11,GEN,Telangana,Manne Srinivas Reddy,Telangana Rashtra Samithi,"14,17,629","9,84,634",70.20%,"77,829",7.90%,2019
Mahesana,4,GEN,Gujarat,Shardaben Anilbhai Patel,Bharatiya Janta Party,"16,07,923","10,81,938",68.00%,"2,81,519",26.00%,2019
Mainpuri,21,GEN,Uttar Pradesh [2000 Onwards],Mulayam Singh Yadav,Samajwadi Party,"16,81,508","9,76,518",58.50%,"94,389",9.70%,2019
Malappuram,6,GEN,Kerala,P.K. Kunhalikutty,Indian Union Muslim League,"13,06,617","10,34,618",79.50%,"2,60,153",25.10%,2019
Maldaha Dakshi,8,GEN,West Bengal,Abu Hasem Khan Chowdhury (DALU),Indian National Congress,"14,61,017","12,79,202",88.40%,"8,222",0.60%,2019
Maldaha Uttar,7,GEN,West Bengal,Khagen Murmu,Bharatiya Janta Party,"15,69,035","13,54,706",86.90%,"84,288",6.20%,2019
Malkajgiri,7,GEN,Telangana,Anumula Revanth Reddy,Indian National Congress,"29,58,564","15,63,063",53.40%,"10,919",0.70%,2019
Mandi,2,GEN,Himachal Pradesh,Ram Swaroop Sharma,Bharatiya Janta Party,"11,50,408","9,41,371",82.30%,"4,05,459",43.10%,2019
Mandla,14,ST,Madhya Pradesh [2000 Onwards],Faggan Singh Kulaste,Bharatiya Janta Party,"19,01,547","15,17,255",81.50%,"97,674",6.40%,2019
Mandsour,23,GEN,Madhya Pradesh [2000 Onwards],Sudheer Gupta,Bharatiya Janta Party,"17,14,857","13,70,667",80.50%,"3,76,734",27.50%,2019
Mandya,20,GEN,Karnataka,Sumalatha Ambareesh,Independent,"16,84,216","13,79,210",82.10%,"1,25,876",9.10%,2019
Mangaldoi,8,GEN,Assam,Dilip Saikia,Bharatiya Janta Party,"17,23,812","15,06,107",88.40%,"1,38,545",9.20%,2019
Mathura,17,GEN,Uttar Pradesh [2000 Onwards],Hema Malini,Bharatiya Janta Party,"17,48,275","11,02,731",63.40%,"2,93,471",26.60%,2019
Mathurapur,20,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,"18,10,407","14,01,953",77.80%,"2,03,974",14.50%,2019
Maval,33,GEN,Maharashtra,Shrirang Appa Chandu Barne,Shiv Sena,"21,75,681","13,68,872",63.60%,"2,15,913",15.80%,2019
Mavelikkara,16,SC,Kerala,Kodikunnil Suresh,Indian National Congress,"12,64,914","9,71,035",77.20%,"61,138",6.30%,2019
Mayiladuthurai,28,GEN,Tamil Nadu,Ramalingam. S,Dravida Munetra Kazhagam,"14,66,813","10,97,243",75.40%,"2,61,314",23.80%,2019
Mayurbhanj,5,ST,Orissa,Bishweswar Tudu,Bharatiya Janta Party,"14,37,970","11,50,357",81.50%,"25,256",2.20%,2019
Medak,6,GEN,Telangana,Kotha Prabhakar Reddy,Telangana Rashtra Samithi,"15,14,728","11,50,223",77.00%,"3,16,427",27.50%,2019
Medinipur,34,GEN,West Bengal,Dilip Ghosh,Bharatiya Janta Party,"18,15,330","14,09,815",78.50%,"88,952",6.30%,2019
Meerut,10,GEN,Uttar Pradesh [2000 Onwards],Rajendra Agarwal,Bharatiya Janta Party,"18,17,780","12,16,413",67.30%,"4,729",0.40%,2019
Mirzapur,79,GEN,Uttar Pradesh [2000 Onwards],Anupriya Singh Patel,Apna Dal (Soneylal),"18,05,890","11,08,965",62.30%,"2,32,008",20.90%,2019
Misrikh,32,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Rawat,Bharatiya Janta Party,"17,62,049","10,26,668",58.80%,"1,00,672",9.80%,2019
Mizoram,1,ST,Mizoram,C Lalrosanga,Mizo National Front,"7,25,057","4,99,621",69.30%,"8,140",1.60%,2019
Mohanlalganj,34,SC,Uttar Pradesh [2000 Onwards],Kaushal Kishore,Bharatiya Janta Party,"19,15,170","12,69,040",66.80%,"90,229",7.10%,2019
Moradabad,6,GEN,Uttar Pradesh [2000 Onwards],Dr. S.T. Hasan,Samajwadi Party,"18,86,615","12,82,206",68.30%,"97,878",7.60%,2019
Morena,1,GEN,Madhya Pradesh [2000 Onwards],Narendra Singh Tomar,Bharatiya Janta Party,"17,39,025","11,37,290",65.50%,"1,13,341",10.00%,2019
Mumbai North,26,GEN,Maharashtra,Gopal Shetty,Bharatiya Janta Party,"15,63,706","9,89,759",64.10%,"4,65,247",47.00%,2019
Mumbai North Central,29,GEN,Maharashtra,Poonam Mahajan,Bharatiya Janta Party,"16,10,246","9,01,784",56.70%,"1,30,005",14.40%,2019
Mumbai North East,28,GEN,Maharashtra,Manoj Kotak,Bharatiya Janta Party,"15,27,514","9,08,993",60.30%,"2,26,486",24.90%,2019
Mumbai North West,27,GEN,Maharashtra,Gajanan Kirtikar,Shiv Sena,"19,08,991","9,41,497",50.30%,"2,60,328",27.70%,2019
Mumbai South,31,GEN,Maharashtra,Arvind Ganpat Sawant,Shiv Sena,"15,37,955","8,01,611",53.10%,"1,00,067",12.50%,2019
Mumbai South Central,30,GEN,Maharashtra,Rahul Ramesh Shewale,Shiv Sena,"13,88,390","7,97,250",58.40%,"1,52,139",19.10%,2019
Munger,28,GEN,Bihar [2000 Onwards],Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),"18,70,993","10,36,268",55.90%,"1,67,937",16.20%,2019
Murshidabad,11,GEN,West Bengal,Abu Taher Khan,All India Trinamool Congress,"18,24,697","14,53,755",80.50%,"2,26,417",15.60%,2019
Muzaffarnagar,3,GEN,Uttar Pradesh [2000 Onwards],Sanjeev Kumar Balyan,Bharatiya Janta Party,"16,47,368","11,60,071",70.70%,"6,526",0.60%,2019
Muzaffarpur,15,GEN,Bihar [2000 Onwards],Ajay Nishad,Bharatiya Janta Party,"17,10,868","10,58,086",62.40%,"4,09,988",38.70%,2019
Mysore,21,GEN,Karnataka,Prathap Simha,Bharatiya Janta Party,"18,73,063","13,18,041",70.70%,"1,38,647",10.50%,2019
Nabarangpur,12,ST,Orissa,Ramesh Chandra Majhi,Biju Janata Dal,"14,01,704","11,59,700",85.90%,"41,634",3.60%,2019
Nagaland,1,ST,Nagaland,Tokheho Yepthomi,Nationalist Democratic Progressive Party,"11,90,285","10,06,357",84.70%,"16,344",1.60%,2019
Nagapattinam,29,SC,Tamil Nadu,Selvaraj M,Communist Party Of India,"12,92,695","10,02,208",78.30%,"2,11,353",21.10%,2019
